match_id,account_id,hero_id,kills,deaths,assists,last_hits,xp_per_min,gold_per_min,team_id
6806481932,111030315,107,2,2,20,26,532,284,1838315
6806481932,127617979,28,8,0,8,129,640,516,1838315
6806481932,86725175,52,7,1,6,148,614,556,1838315
6806481932,121769650,35,15,1,8,158,669,690,1838315
6806454246,127565532,64,1,8,7,22,252,199,8605863
6806454246,96803083,52,3,5,4,239,585,434,8605863
6806454246,331855530,89,4,4,2,409,539,644,8605863
6806454246,140288368,61,2,6,5,187,448,397,8605863
6806454246,196878136,18,1,4,7,42,311,204,8605863
6806454246,113331514,58,2,4,12,102,424,316,7119388
6806454246,321580662,41,5,0,8,346,882,712,7119388
6806454246,431770905,74,15,0,10,343,845,741,7119388
6806454246,256156323,136,0,4,20,37,412,213,7119388
6806454246,302214028,129,5,3,15,296,563,478,7119388
6806403033,87278757,66,0,4,15,68,403,276,1838315
6806403033,111030315,107,8,7,12,45,599,353,1838315
6806403033,127617979,28,7,5,6,173,687,476,1838315
6806403033,86725175,52,3,6,12,235,647,535,1838315
6806403033,121769650,10,9,5,6,296,741,653,1838315
6806403033,292921272,96,8,3,12,231,560,462,8254400
6806403033,153836240,13,9,4,7,232,678,532,8254400
6806403033,119631156,58,3,7,9,102,413,323,8254400
6806403033,164685175,4,4,4,8,327,671,565,8254400
6806403033,157989498,128,2,9,17,65,376,266,8254400
6806374409,54580962,75,5,9,21,101,481,306,2163
6806374409,73562326,137,9,9,17,356,667,505,2163
6806374409,152962063,13,10,5,17,769,784,768,2163
6806374409,77490514,88,0,12,15,61,463,245,2163
6806374409,72312627,89,10,5,9,1009,568,908,2163
6806374409,86799300,128,4,12,14,203,495,411,7390454
6806374409,221666230,120,15,5,14,566,819,731,7390454
6806374409,87063175,61,3,6,12,398,702,452,7390454
6806374409,108452107,10,13,3,10,513,781,680,7390454
6806374409,86726887,71,3,9,33,142,566,367,7390454
6806377510,117421467,31,3,15,19,90,460,292,8721219
6806377510,195108598,137,10,7,17,260,667,474,8721219
6806377510,159020918,32,7,9,19,57,495,288,8721219
6806377510,106305042,22,10,7,20,348,642,569,8721219
6806377510,177411785,80,7,5,8,370,669,538,8721219
6806377510,206642367,1,7,6,13,471,927,700,6209804
6806377510,106863163,52,22,5,12,439,887,808,6209804
6806377510,94738847,96,6,5,29,198,720,437,6209804
6806377510,139876032,136,3,13,25,56,589,299,6209804
6806377510,94296097,79,5,9,12,18,420,323,6209804
6806364123,127565532,75,5,8,10,36,321,229,8605863
6806364123,96803083,74,6,6,2,310,669,570,8605863
6806364123,331855530,14,4,6,15,329,599,552,8605863
6806364123,140288368,92,4,8,7,161,439,356,8605863
6806364123,196878136,18,0,3,12,55,369,202,8605863
6806364123,113331514,58,5,5,13,114,477,415,7119388
6806364123,321580662,54,13,3,6,345,836,717,7119388
6806364123,431770905,120,10,3,15,335,908,703,7119388
6806364123,256156323,88,0,5,20,28,485,271,7119388
6806364123,302214028,38,2,3,20,255,601,520,7119388
6806365638,183719386,15,8,3,15,285,773,577,2586976
6806365638,90125566,128,1,10,20,35,432,284,2586976
6806365638,93618577,65,6,4,15,266,777,525,2586976
6806365638,167976729,89,8,2,13,492,722,817,2586976
6806365638,401792574,103,4,4,20,65,550,343,2586976
6806365638,91730177,87,1,6,18,33,412,282,8599101
6806365638,116934015,10,9,7,8,284,605,559,8599101
6806365638,97590558,33,4,6,15,195,516,435,8599101
6806365638,190826739,52,8,5,11,293,667,570,8599101
6806365638,16497807,137,0,3,17,80,581,293,8599101
6806094304,86799300,87,0,6,4,24,229,191,7390454
6806094304,221666230,25,2,3,2,237,457,470,7390454
6806094304,87063175,129,0,4,1,116,315,306,7390454
6806094304,108452107,93,1,1,1,182,530,449,7390454
6806094304,86726887,100,2,6,3,40,222,178,7390454
6806094304,86745912,109,2,1,9,226,523,596,39
6806094304,154715080,74,6,1,11,96,488,454,39
6806094304,124801257,61,5,1,8,173,530,578,39
6806094304,94155156,85,4,2,13,24,310,296,39
6806094304,25907144,86,2,0,14,30,393,289,39
6806047539,86745912,6,8,1,9,301,773,653,39
6806047539,154715080,137,6,2,13,212,667,516,39
6806047539,124801257,38,5,0,12,289,648,621,39
6806047539,94155156,85,0,0,15,22,367,248,39
6806047539,25907144,9,2,3,15,79,472,307,39
6806047539,86799300,3,0,6,2,41,237,186,7390454
6806047539,221666230,52,2,5,3,312,539,553,7390454
6806047539,87063175,97,1,3,1,149,331,318,7390454
6806047539,108452107,8,0,3,2,282,600,567,7390454
6806047539,86726887,136,3,4,2,56,344,223,7390454
6806322784,100594231,58,1,7,2,59,224,199,7732977
6806322784,155494381,128,6,9,6,66,398,249,7732977
6806322784,324277900,129,1,4,6,262,455,430,7732977
6806322784,156328257,97,3,10,7,228,455,372,7732977
6806322784,392565237,109,3,5,6,494,543,621,7732977
6806322784,125995177,87,3,3,20,28,444,295,8131728
6806322784,131303632,13,13,0,15,347,812,647,8131728
6806322784,138177198,98,9,1,15,314,742,610,8131728
6806322784,105045291,88,2,6,20,36,439,265,8131728
6806322784,191290281,11,8,4,16,471,824,754,8131728
6806278486,206642367,89,12,2,9,682,660,873,6209804
6806278486,106863163,13,6,6,12,396,667,587,6209804
6806278486,94738847,29,5,5,16,274,644,465,6209804
6806278486,139876032,7,3,6,13,84,505,297,6209804
6806278486,94296097,31,1,8,20,73,484,318,6209804
6806278486,117421467,101,3,7,18,32,421,276,8721219
6806278486,195108598,38,2,3,19,447,657,580,8721219
6806278486,159020918,136,6,8,8,138,513,327,8721219
6806278486,106305042,35,12,3,9,490,792,691,8721219
6806278486,177411785,65,4,6,14,274,602,418,8721219
6806282981,86799300,128,5,4,23,165,590,394,7390454
6806282981,221666230,52,12,3,21,522,837,773,7390454
6806282981,87063175,97,3,1,21,225,660,392,7390454
6806282981,108452107,114,15,2,18,362,778,637,7390454
6806282981,86726887,19,5,7,16,85,601,302,7390454
6806282981,54580962,30,7,11,5,73,396,279,2163
6806282981,73562326,96,2,8,7,223,532,369,2163
6806282981,152962063,10,6,6,5,395,643,525,2163
6806282981,77490514,51,2,10,13,53,314,228,2163
6806282981,72312627,77,0,5,12,350,483,454,2163
6806282012,898754153,93,5,11,6,364,635,523,15
6806282012,173978074,13,3,8,6,521,734,679,15
6806282012,118134220,69,4,9,9,210,638,569,15
6806282012,157475523,137,4,12,10,212,593,411,15
6806282012,111114687,31,1,10,12,92,426,359,15
6806282012,86745912,41,11,5,11,351,725,669,39
6806282012,154715080,106,10,4,23,367,751,624,39
6806282012,124801257,33,4,3,28,339,678,545,39
6806282012,94155156,58,12,2,22,116,614,415,39
6806282012,25907144,136,12,5,20,54,589,344,39
6806291706,91730177,135,1,11,7,81,315,273,8599101
6806291706,116934015,10,3,8,4,220,473,446,8599101
6806291706,97590558,78,2,8,9,166,375,373,8599101
6806291706,190826739,106,6,6,5,200,545,462,8599101
6806291706,16497807,75,3,5,7,38,278,224,8599101
6806291706,183719386,98,13,1,9,278,845,660,2586976
6806291706,90125566,64,1,9,20,31,444,249,2586976
6806291706,93618577,126,6,2,19,216,754,514,2586976
6806291706,167976729,93,13,0,15,240,884,627,2586976
6806291706,401792574,103,5,4,14,46,366,296,2586976
6806112746,206642367,70,11,1,3,120,510,583,6209804
6806112746,106863163,11,6,1,6,161,554,621,6209804
6806112746,94738847,61,4,1,8,132,628,523,6209804
6806112746,139876032,19,1,2,13,8,349,241,6209804
6806112746,94296097,128,4,1,10,31,370,308,6209804
6806112746,54580962,87,1,4,2,10,172,171,2163
6806112746,73562326,92,0,6,2,54,288,253,2163
6806112746,152962063,39,4,4,1,92,394,362,2163
6806112746,77490514,51,0,7,3,21,241,176,2163
6806112746,72312627,104,0,5,3,223,465,395,2163
6806244566,125995177,30,6,15,4,41,272,262,8131728
6806244566,131303632,120,4,8,9,292,621,473,8131728
6806244566,138177198,33,1,8,10,233,393,386,8131728
6806244566,105045291,88,1,14,8,31,341,199,8131728
6806244566,191290281,44,3,7,7,466,726,624,8131728
6806244566,100594231,75,3,5,26,44,396,312,7732977
6806244566,155494381,100,4,4,39,85,768,357,7732977
6806244566,324277900,129,14,4,27,275,786,569,7732977
6806244566,156328257,43,10,2,27,286,786,565,7732977
6806244566,392565237,46,21,1,13,499,896,825,7732977
6806227577,38628747,136,2,7,19,34,500,295,8260983
6806227577,238239590,19,7,1,18,230,728,528,8260983
6806227577,126212866,43,7,2,13,277,705,564,8260983
6806227577,145550466,66,0,2,15,143,520,383,8260983
6806227577,97658618,10,12,0,1,421,848,754,8260983
6806227577,375507918,25,6,5,3,385,766,618,8597976
6806227577,301750126,13,1,4,6,327,608,498,8597976
6806227577,87012746,29,2,6,7,218,546,410,8597976
6806227577,193815691,137,3,4,7,169,474,350,8597976
6806227577,143278997,58,0,10,8,71,300,225,8597976
6806228770,898754153,48,0,5,4,327,635,546,15
6806228770,173978074,129,1,5,5,183,507,417,15
6806228770,118134220,92,1,7,5,95,302,291,15
6806228770,157475523,136,3,7,4,68,348,272,15
6806228770,111114687,111,4,6,10,34,292,240,15
6806228770,86745912,11,10,0,5,291,725,657,39
6806228770,154715080,137,10,0,14,139,603,460,39
6806228770,124801257,33,5,1,12,207,553,546,39
6806228770,94155156,18,2,3,18,39,487,268,39
6806228770,25907144,86,3,5,13,68,424,316,39
6806205877,148215639,80,4,4,4,405,700,580,6209166
6806205877,129958758,78,2,10,15,185,505,347,6209166
6806205877,207829314,137,2,12,11,102,428,276,6209166
6806205877,107803494,13,15,7,4,342,674,550,6209166
6806205877,183378746,112,0,5,10,75,315,270,6209166
6806205877,10366616,79,3,6,21,96,538,338,8291895
6806205877,100058342,70,13,3,13,598,879,840,8291895
6806205877,94786276,126,13,2,16,400,840,638,8291895
6806205877,86698277,33,6,5,26,371,653,555,8291895
6806205877,103735745,7,3,7,27,209,641,428,8291895
6806203596,100471531,43,8,5,12,265,631,472,350190
6806203596,102099826,19,6,8,18,129,652,385,350190
6806203596,164532005,13,9,6,19,352,724,595,350190
6806203596,132309493,109,6,2,14,684,698,860,350190
6806203596,148526973,85,3,9,17,36,488,341,350190
6806203596,113331514,51,4,6,18,46,454,268,7119388
6806203596,321580662,11,8,6,7,546,773,725,7119388
6806203596,431770905,126,8,1,15,433,704,601,7119388
6806203596,256156323,86,1,13,21,110,448,325,7119388
6806203596,302214028,129,8,6,13,253,665,460,7119388
6806191928,292921272,120,9,0,12,188,691,567,8254400
6806191928,157989498,88,1,2,14,20,479,261,8254400
6806191928,119631156,75,5,4,22,34,450,350,8254400
6806191928,164685175,18,10,2,5,346,912,832,8254400
6806191928,153836240,137,6,0,16,156,679,513,8254400
6806191928,127565532,87,1,7,2,21,225,174,8605863
6806191928,96803083,11,3,3,3,273,638,536,8605863
6806191928,331855530,28,1,6,1,206,564,446,8605863
6806191928,140288368,89,1,7,3,138,321,353,8605863
6806191928,196878136,136,2,9,2,65,286,275,8605863
6806158709,375507918,11,15,3,9,449,819,744,8597976
6806158709,301750126,120,14,2,18,323,785,618,8597976
6806158709,87012746,69,10,2,10,221,833,710,8597976
6806158709,193815691,7,5,5,21,77,687,344,8597976
6806158709,143278997,87,2,8,23,23,488,265,8597976
6806158709,38628747,86,1,9,8,84,424,267,8260983
6806158709,238239590,13,5,8,7,278,676,447,8260983
6806158709,126212866,135,6,7,4,362,638,537,8260983
6806158709,145550466,85,2,15,9,22,358,242,8260983
6806158709,97658618,35,6,7,3,393,642,569,8260983
6806174698,155332459,123,7,3,18,34,467,305,7391077
6806174698,408729743,135,6,1,20,208,686,543,7391077
6806174698,352545711,22,11,2,15,229,713,606,7391077
6806174698,117089283,5,3,2,14,43,313,294,7391077
6806174698,339235645,14,11,0,9,340,918,767,7391077
6806174698,87278757,66,0,8,2,80,198,248,1838315
6806174698,86725175,69,2,8,0,85,334,422,1838315
6806174698,127617979,11,1,8,1,165,410,363,1838315
6806174698,111030315,7,2,8,4,26,260,203,1838315
6806174698,121769650,106,3,6,3,168,474,414,1838315
6806155276,10366616,5,0,8,6,70,337,241,8291895
6806155276,100058342,54,7,5,3,257,549,523,8291895
6806155276,94786276,100,1,12,7,162,561,376,8291895
6806155276,86698277,61,3,6,5,203,474,410,8291895
6806155276,103735745,7,2,7,9,108,442,326,8291895
6806155276,148215639,48,11,0,14,429,888,768,6209166
6806155276,129958758,129,6,3,21,267,704,516,6209166
6806155276,207829314,136,3,3,13,45,618,286,6209166
6806155276,107803494,137,10,3,15,308,645,506,6209166
6806155276,183378746,64,7,4,16,75,485,327,6209166
6806146943,100471531,114,1,4,2,215,461,432,350190
6806146943,102099826,123,1,2,3,65,332,287,350190
6806146943,164532005,43,1,3,2,267,476,493,350190
6806146943,132309493,10,0,1,2,344,547,531,350190
6806146943,148526973,85,1,8,3,40,268,239,350190
6806146943,113331514,51,1,2,10,31,383,281,7119388
6806146943,321580662,80,4,1,2,357,697,653,7119388
6806146943,431770905,52,8,1,1,363,827,691,7119388
6806146943,256156323,128,3,0,9,118,440,364,7119388
6806146943,302214028,96,1,1,9,157,467,392,7119388
6806142086,292921272,33,1,5,7,153,393,366,8254400
6806142086,157989498,19,2,10,5,43,284,211,8254400
6806142086,164685175,109,2,6,2,279,505,536,8254400
6806142086,119631156,102,3,8,3,15,264,211,8254400
6806142086,153836240,40,3,9,5,120,388,342,8254400
6806142086,127565532,75,3,4,20,41,438,298,8605863
6806142086,96803083,52,12,0,13,297,935,669,8605863
6806142086,331855530,14,16,0,8,240,763,648,8605863
6806142086,140288368,78,5,3,15,148,565,449,8605863
6806142086,196878136,18,1,4,26,46,532,308,8605863
6806133891,155332459,123,1,5,4,22,224,178,7391077
6806133891,408729743,57,2,4,3,71,270,259,7391077
6806133891,352545711,52,0,7,2,196,386,421,7391077
6806133891,117089283,31,1,7,4,15,163,159,7391077
6806133891,339235645,44,1,3,2,235,553,499,7391077
6806133891,87278757,66,1,1,17,54,372,320,1838315
6806133891,111030315,136,3,2,16,57,401,338,1838315
6806133891,127617979,70,7,1,7,178,533,553,1838315
6806133891,121769650,11,8,1,8,234,628,599,1838315
6806133891,86725175,9,7,0,9,215,654,570,1838315
6806101302,100594231,85,7,7,17,50,464,299,7732977
6806101302,155494381,128,3,6,19,114,461,313,7732977
6806101302,324277900,52,15,5,9,526,722,758,7732977
6806101302,156328257,120,4,4,21,361,630,533,7732977
6806101302,392565237,109,6,5,15,697,624,817,7732977
6806101302,183719386,28,11,6,10,310,674,534,2586976
6806101302,93618577,74,8,3,12,563,800,810,2586976
6806101302,90125566,64,1,6,17,106,523,346,2586976
6806101302,167976729,89,3,4,11,951,658,962,2586976
6806101302,401792574,136,3,16,15,101,449,350,2586976
6806097565,117421467,75,6,12,20,150,560,416,8721219
6806097565,195108598,120,5,3,22,253,641,453,8721219
6806097565,159020918,51,3,11,18,122,463,342,8721219
6806097565,106305042,35,12,5,13,504,827,719,8721219
6806097565,177411785,38,5,4,19,315,675,496,8721219
6806097565,91730177,85,2,8,24,67,640,307,8599101
6806097565,116934015,10,13,3,12,766,792,995,8599101
6806097565,97590558,78,7,6,17,283,657,512,8599101
6806097565,190826739,137,11,8,14,401,725,625,8599101
6806097565,16497807,5,2,7,19,94,502,315,8599101
6806097974,125995177,51,1,4,19,43,411,255,8131728
6806097974,131303632,22,6,0,19,229,672,510,8131728
6806097974,138177198,136,13,2,18,126,575,435,8131728
6806097974,105045291,128,2,2,23,122,474,354,8131728
6806097974,191290281,10,12,1,7,392,851,725,8131728
6806097974,898754153,41,3,4,2,330,738,563,15
6806097974,173978074,52,2,6,3,255,484,466,15
6806097974,118134220,92,0,5,3,199,410,393,15
6806097974,157475523,19,1,9,1,73,293,255,15
6806097974,111114687,31,0,10,2,25,258,180,15
6806047119,206642367,70,14,6,5,347,630,539,6209804
6806047119,106863163,39,7,2,11,474,718,614,6209804
6806047119,139876032,86,0,10,17,78,445,287,6209804
6806047119,94738847,96,1,8,17,267,539,414,6209804
6806047119,94296097,66,2,9,14,164,438,333,6209804
6806047119,54580962,33,1,8,23,229,393,450,2163
6806047119,73562326,97,5,5,20,230,626,419,2163
6806047119,152962063,11,17,3,12,522,733,710,2163
6806047119,77490514,100,3,5,23,111,602,341,2163
6806047119,72312627,93,9,3,19,432,699,578,2163
6806047605,91730177,66,0,6,16,82,466,309,8599101
6806047605,116934015,11,8,8,9,370,689,669,8599101
6806047605,97590558,38,2,7,18,302,689,509,8599101
6806047605,190826739,74,7,3,12,274,676,534,8599101
6806047605,16497807,100,5,8,12,76,582,324,8599101
6806047605,117421467,75,9,4,14,75,379,312,8721219
6806047605,195108598,120,7,4,14,302,632,501,8721219
6806047605,159020918,137,3,10,16,94,400,255,8721219
6806047605,106305042,22,10,2,13,354,730,595,8721219
6806047605,177411785,63,3,2,15,367,681,544,8721219
6806047579,125995177,112,4,8,6,45,286,248,8131728
6806047579,131303632,23,2,3,10,376,645,564,8131728
6806047579,138177198,78,6,3,15,173,463,376,8131728
6806047579,105045291,51,4,5,12,108,401,339,8131728
6806047579,191290281,11,7,3,7,475,713,707,8131728
6806047579,898754153,109,10,3,4,605,801,868,15
6806047579,173978074,22,6,5,9,277,728,550,15
6806047579,118134220,33,3,4,15,246,398,447,15
6806047579,157475523,19,3,6,10,123,479,333,15
6806047579,111114687,50,0,5,13,54,499,280,15
6806751717,125995177,85,1,20,10,36,247,210,8131728
6806751717,131303632,22,4,6,7,310,579,507,8131728
6806751717,138177198,63,1,6,10,264,552,439,8131728
6806751717,105045291,26,0,15,6,34,250,176,8131728
6806751717,191290281,18,5,7,2,425,786,607,8131728
6806751717,91730177,58,15,2,20,155,634,479,8599101
6806751717,116934015,10,8,2,15,502,869,779,8599101
6806751717,97590558,78,12,1,32,260,801,604,8599101
6806751717,190826739,120,12,4,27,308,749,571,8599101
6806751717,16497807,75,7,3,38,105,609,395,8599101
6806790160,898754153,46,2,4,1,566,888,724,15
6806790160,173978074,52,4,6,1,353,577,515,15
6806790160,118134220,129,0,10,4,215,392,369,15
6806790160,157475523,86,2,5,5,68,339,238,15
6806790160,111114687,66,1,4,3,122,254,306,15
6806790160,86799300,97,0,4,15,111,468,336,7390454
6806790160,221666230,120,7,3,18,361,789,622,7390454
6806790160,87063175,43,11,0,14,287,799,592,7390454
6806790160,108452107,54,7,0,10,364,762,618,7390454
6806790160,86726887,9,4,2,13,178,551,409,7390454
6806767627,392565237,35,9,3,5,1058,750,970,7732977
6806767627,100594231,66,2,4,17,104,339,256,7732977
6806767627,324277900,106,8,3,9,946,818,886,7732977
6806767627,156328257,136,4,6,13,256,536,368,7732977
6806767627,155494381,88,0,8,16,43,448,204,7732977
6806767627,206642367,80,2,3,13,645,669,623,6209804
6806767627,106863163,52,13,3,4,703,757,777,6209804
6806767627,94738847,77,3,2,12,479,559,560,6209804
6806767627,139876032,19,4,8,13,163,495,354,6209804
6806767627,94296097,31,1,7,18,66,441,323,6209804
6807716914,38628747,119,1,7,0,40,225,205,8260983
6807716914,238239590,19,0,3,2,123,420,349,8260983
6807716914,126212866,129,0,6,1,108,374,315,8260983
6807716914,145550466,51,0,6,2,9,198,142,8260983
6807716914,97658618,11,2,5,0,210,402,465,8260983
6807716914,148215639,6,3,0,10,225,636,633,6209166
6807716914,129958758,92,9,0,8,137,508,499,6209166
6807716914,207829314,136,6,1,13,47,438,334,6209166
6807716914,107803494,13,5,1,9,156,551,490,6209166
6807716914,183378746,18,4,1,8,12,344,259,6209166
6807718331,87278757,58,11,8,14,230,685,494,1838315
6807718331,111030315,107,4,7,23,108,692,367,1838315
6807718331,127617979,47,2,8,11,302,604,484,1838315
6807718331,86725175,137,7,6,12,417,850,646,1838315
6807718331,121769650,35,11,4,14,419,778,697,1838315
6807718331,100471531,33,2,8,18,291,508,432,350190
6807718331,102099826,19,3,11,19,154,524,328,350190
6807718331,164532005,39,12,2,14,428,694,619,350190
6807718331,132309493,4,14,4,12,466,725,638,350190
6807718331,148526973,5,2,10,21,84,415,268,350190
6807722622,155332459,5,2,13,6,116,307,221,7391077
